,ST_CASE,VE_FORMS,HOUR,MINUTE,LATITUDE,LONGITUDE,YEAR,STATE,COUNTY,FATALS,LAT,LON,CRASH_TIME,VAR8C,VAR9C,VAR10C,VAR11C,VAR12C,VAR15C,VAR22C,VAR23C,VAR24C,VAR25C,VAR28C,PED_PEDAL,YOUNG_OLD,SZ_STATE,SZ_STATE_CZ_COUNTY,VAR1,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR15,VAR16,VAR17,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,STANAME,CNTYNAME,LCSTANAME
91112,540196,1,2:00pm-2:59pm,30,38.07731667,-80.98199167,2013,54,19,2,38.07731667,-80.98199167,2:30 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,No,54,54019,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,9,14,1,2,WEST VIRGINIA,Fayette County,West Virginia
91113,540221,2,8:00pm-8:59pm,45,37.88633889,-81.26295278,2013,54,19,1,37.88633889,-81.26295278,8:45 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,October,No,No,No,54,54019,1,2,2,2,2,1,2,2,2,2,2,2,3,3,1,10,20,2,2,WEST VIRGINIA,Fayette County,West Virginia
91114,540243,2,11:00am-11:59am,32,37.97556389,-81.15710278,2013,54,19,1,37.97556389,-81.15710278,11:32 AM,No,Yes,No,Yes,Yes,No,Unknown,Angle,Weekday,August,No,No,Older Driver,54,54019,1,2,2,1,2,1,1,2,2,2,2,1,3,4,1,8,11,2,2,WEST VIRGINIA,Fayette County,West Virginia
91115,540169,1,3:00pm-3:59pm,0,38.99835,-79.19570833,2013,54,23,2,38.99835,-79.19570833,3:00 PM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,July,No,No,Older Driver,54,54023,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,7,15,1,2,WEST VIRGINIA,Grant County,West Virginia
91116,540208,1,12:00pm-12:59pm,45,39.09653611,-79.14727778,2013,54,23,1,39.09653611,-79.14727778,12:45 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,Older Driver,54,54023,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,9,12,1,2,WEST VIRGINIA,Grant County,West Virginia
91117,540047,1,10:00pm-10:59pm,35,38.05365833,-80.69720278,2013,54,25,1,38.05365833,-80.69720278,10:35 PM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,March,No,No,No,54,54025,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,3,22,1,2,WEST VIRGINIA,Greenbrier County,West Virginia
91118,540062,1,4:00pm-4:59pm,29,37.85011944,-80.49190833,2013,54,25,1,37.85011944,-80.49190833,4:29 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,April,Yes,No,No,54,54025,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,4,16,1,1,WEST VIRGINIA,Greenbrier County,West Virginia
91119,540071,1,1:00pm-1:59pm,0,37.78845556,-80.39216944,2013,54,25,2,37.78845556,-80.39216944,1:00 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,February,No,No,Young Driver,54,54025,1,1,2,1,2,1,2,2,2,2,1,2,3,1,1,2,13,1,2,WEST VIRGINIA,Greenbrier County,West Virginia
91120,540115,1,9:00pm-9:59pm,40,37.84380278,-80.73018611,2013,54,25,1,37.84380278,-80.73018611,9:40 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,May,No,No,Young Driver,54,54025,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,5,21,1,2,WEST VIRGINIA,Greenbrier County,West Virginia
91121,540119,2,6:00am-6:59am,45,37.97410833,-80.11479167,2013,54,25,1,37.97410833,-80.11479167,6:45 AM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,June,No,No,No,54,54025,1,2,2,2,2,1,2,2,2,2,2,2,3,3,1,6,6,2,2,WEST VIRGINIA,Greenbrier County,West Virginia
91122,540120,2,12:00pm-12:59pm,10,37.87888889,-80.56778056,2013,54,25,1,37.87888889,-80.56778056,12:10 PM,No,No,No,No,No,No,Unknown,Head-On,Weekday,June,Yes,No,Young Driver,54,54025,1,2,2,2,2,2,2,2,2,2,1,2,3,3,1,6,12,2,1,WEST VIRGINIA,Greenbrier County,West Virginia
91123,540135,2,11:00am-11:59am,38,37.92216944,-80.38413056,2013,54,25,1,37.92216944,-80.38413056,11:38 AM,No,No,Yes,No,No,No,Unknown,Angle,Weekday,June,No,No,No,54,54025,1,2,2,2,1,2,2,2,2,2,2,2,3,4,1,6,11,2,2,WEST VIRGINIA,Greenbrier County,West Virginia
91124,540144,1,0:00am-0:59am,0,37.86357222,-80.74690556,2013,54,25,1,37.86357222,-80.74690556,12:00 AM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,June,No,No,No,54,54025,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,6,0,1,2,WEST VIRGINIA,Greenbrier County,West Virginia
91125,540152,2,4:00pm-4:59pm,44,37.70959444,-80.478575,2013,54,25,1,37.70959444,-80.478575,4:44 PM,No,Yes,Yes,Yes,No,No,Unknown,Head-On,Weekend,July,No,No,No,54,54025,1,2,2,1,1,1,2,2,2,2,2,2,3,3,2,7,16,2,2,WEST VIRGINIA,Greenbrier County,West Virginia
91126,540153,3,8:00am-8:59am,30,37.79288889,-80.44589444,2013,54,25,1,37.79288889,-80.44589444,8:30 AM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,July,No,No,Older Driver,54,54025,1,3,2,2,2,1,2,2,2,2,2,1,3,3,1,7,8,3,2,WEST VIRGINIA,Greenbrier County,West Virginia
91127,540154,2,10:00am-10:59am,34,37.77611111,-80.31278056,2013,54,25,1,37.77611111,-80.31278056,10:34 AM,No,No,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,July,Yes,No,Older Driver,54,54025,1,2,2,2,1,1,2,2,2,2,2,1,3,1,1,7,10,2,1,WEST VIRGINIA,Greenbrier County,West Virginia
91128,540162,1,9:00am-9:59am,0,37.75388889,-80.52166944,2013,54,25,1,37.75388889,-80.52166944,9:00 AM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,July,No,No,No,54,54025,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,7,9,1,2,WEST VIRGINIA,Greenbrier County,West Virginia
91129,540261,1,6:00am-6:59am,4,37.90838056,-80.34559167,2013,54,25,1,37.90838056,-80.34559167,6:04 AM,No,No,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,November,No,No,Young Driver,54,54025,1,1,2,2,1,1,2,2,2,2,1,2,3,1,1,11,6,1,2,WEST VIRGINIA,Greenbrier County,West Virginia
91130,540009,1,3:00pm-3:59pm,25,39.34276944,-78.36740833,2013,54,27,1,39.34276944,-78.36740833,3:25 PM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,January,No,No,Young Driver,54,54027,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,15,1,2,WEST VIRGINIA,Hampshire County,West Virginia
91131,540045,2,7:00am-7:59am,44,39.31955278,-78.69276389,2013,54,27,1,39.31955278,-78.69276389,7:44 AM,No,Yes,No,Yes,No,No,Unknown,Angle,Weekday,March,No,No,No,54,54027,1,2,2,1,2,1,2,2,2,2,2,2,3,4,1,3,7,2,2,WEST VIRGINIA,Hampshire County,West Virginia
91132,540069,1,10:00pm-10:59pm,30,39.35773333,-78.82828889,2013,54,27,1,39.35773333,-78.82828889,10:30 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,February,No,No,No,54,54027,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,22,1,2,WEST VIRGINIA,Hampshire County,West Virginia
91133,540158,2,10:00pm-10:59pm,41,39.31911389,-78.58815,2013,54,27,1,39.31911389,-78.58815,10:41 PM,No,No,Yes,Yes,No,No,Unknown,Head-On,Weekend,July,No,No,Young Driver,54,54027,1,2,2,2,1,1,2,2,2,2,1,2,3,3,2,7,22,2,2,WEST VIRGINIA,Hampshire County,West Virginia
91134,540242,1,11:00pm-11:59pm,40,39.50792778,-78.60331944,2013,54,27,1,39.50792778,-78.60331944,11:40 PM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,August,No,No,No,54,54027,1,1,2,1,2,1,2,2,2,2,2,2,1,1,2,8,23,1,2,WEST VIRGINIA,Hampshire County,West Virginia
91135,540255,3,6:00am-6:59am,45,39.2825,-78.90333056,2013,54,27,1,39.2825,-78.90333056,6:45 AM,Yes,No,No,Yes,No,No,Unknown,Sideswipe,Weekday,October,No,No,Young Driver,54,54027,1,3,1,2,2,1,2,2,2,2,1,2,3,5,1,10,6,3,2,WEST VIRGINIA,Hampshire County,West Virginia
91136,540012,1,3:00am-3:59am,30,40.40672778,-80.52216111,2013,54,29,1,40.40672778,-80.52216111,3:30 AM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,January,No,No,No,54,54029,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,3,1,2,WEST VIRGINIA,Hancock County,West Virginia
91137,540032,1,10:00pm-10:59pm,30,39.16028056,-78.96888889,2013,54,31,2,39.16028056,-78.96888889,10:30 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,February,No,No,No,54,54031,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,22,1,2,WEST VIRGINIA,Hardy County,West Virginia
91138,540151,1,11:00pm-11:59pm,15,39.03471944,-78.99166944,2013,54,31,1,39.03471944,-78.99166944,11:15 PM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,July,No,No,No,54,54031,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,7,23,1,2,WEST VIRGINIA,Hardy County,West Virginia
91139,540174,1,0:00am-0:59am,28,39.07711944,-78.59394722,2013,54,31,1,39.07711944,-78.59394722,12:28 AM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,July,No,No,No,54,54031,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,7,0,1,2,WEST VIRGINIA,Hardy County,West Virginia
91140,540053,2,9:00pm-9:59pm,29,39.29301111,-80.36178056,2013,54,33,2,39.29301111,-80.36178056,9:29 PM,Yes,Yes,Yes,No,Yes,No,Unknown,Angle,Weekend,March,No,No,No,54,54033,1,2,1,1,1,2,1,2,2,2,2,2,3,4,2,3,21,2,2,WEST VIRGINIA,Harrison County,West Virginia
91141,540072,1,3:00am-3:59am,48,39.36448056,-80.21351111,2013,54,33,2,39.36448056,-80.21351111,3:48 AM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,March,Yes,No,Young Driver,54,54033,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,3,3,1,1,WEST VIRGINIA,Harrison County,West Virginia
91142,540101,1,2:00pm-2:59pm,27,39.27935833,-80.47518611,2013,54,33,1,39.27935833,-80.47518611,2:27 PM,No,No,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,May,No,No,Older Driver,54,54033,1,1,2,2,2,1,2,2,2,2,2,1,3,1,1,5,14,1,2,WEST VIRGINIA,Harrison County,West Virginia
91143,540121,2,4:00pm-4:59pm,22,39.28348889,-80.40001111,2013,54,33,2,39.28348889,-80.40001111,4:22 PM,No,No,No,No,Yes,No,Unknown,Angle,Weekend,June,No,No,Older Driver,54,54033,1,2,2,2,2,2,1,2,2,2,2,1,3,4,2,6,16,2,2,WEST VIRGINIA,Harrison County,West Virginia
91144,540147,1,7:00pm-7:59pm,21,39.33166944,-80.21874722,2013,54,33,1,39.33166944,-80.21874722,7:21 PM,No,No,No,Yes,No,Yes,No,Not Collision with Motor Vehicle in Transport,Weekday,July,No,No,No,54,54033,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,7,19,1,2,WEST VIRGINIA,Harrison County,West Virginia
91145,540150,1,3:00am-3:59am,15,39.348625,-80.40030556,2013,54,33,1,39.348625,-80.40030556,3:15 AM,No,No,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,July,No,No,Older Driver,54,54033,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,7,3,1,2,WEST VIRGINIA,Harrison County,West Virginia
91146,540188,1,2:00am-2:59am,1,39.29298333,-80.36295556,2013,54,33,1,39.29298333,-80.36295556,2:01 AM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,August,No,No,No,54,54033,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,8,2,1,2,WEST VIRGINIA,Harrison County,West Virginia
91147,540212,2,2:00pm-2:59pm,50,39.27646667,-80.28475,2013,54,33,1,39.27646667,-80.28475,2:50 PM,Yes,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,September,Yes,No,No,54,54033,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,9,14,2,1,WEST VIRGINIA,Harrison County,West Virginia
91148,540273,2,5:00pm-5:59pm,21,39.29404722,-80.55738333,2013,54,33,2,39.29404722,-80.55738333,5:21 PM,No,Yes,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,November,No,No,Older Driver,54,54033,1,2,2,1,1,1,2,2,2,2,2,1,3,1,1,11,17,2,2,WEST VIRGINIA,Harrison County,West Virginia
91149,540275,2,2:00pm-2:59pm,38,39.17171667,-80.22757778,2013,54,33,2,39.17171667,-80.22757778,2:38 PM,No,No,No,Yes,No,No,Unknown,Angle,Weekend,November,No,No,Both Young and Older Driver,54,54033,1,2,2,2,2,1,2,2,2,2,1,1,3,4,2,11,14,2,2,WEST VIRGINIA,Harrison County,West Virginia
91150,540286,1,7:00am-7:59am,45,39.29289722,-80.36205833,2013,54,33,1,39.29289722,-80.36205833,7:45 AM,No,No,No,Yes,Yes,No,No,Not Collision with Motor Vehicle in Transport,Weekday,December,No,No,Older Driver,54,54033,1,1,2,2,2,1,1,2,2,2,2,1,2,1,1,12,7,1,2,WEST VIRGINIA,Harrison County,West Virginia
91151,540292,2,1:00pm-1:59pm,40,39.43385,-80.27749722,2013,54,33,1,39.43385,-80.27749722,1:40 PM,Yes,No,No,No,No,No,Unknown,Angle,Weekday,November,No,No,Older Driver,54,54033,1,2,1,2,2,2,2,2,2,2,2,1,3,4,1,11,13,2,2,WEST VIRGINIA,Harrison County,West Virginia
91152,540300,2,4:00pm-4:59pm,49,39.28568333,-80.424825,2013,54,33,1,39.28568333,-80.424825,4:49 PM,No,No,No,No,Yes,No,Unknown,Angle,Weekday,December,No,No,No,54,54033,1,2,2,2,2,2,1,2,2,2,2,2,3,4,1,12,16,2,2,WEST VIRGINIA,Harrison County,West Virginia
91153,540127,1,8:00pm-8:59pm,2,38.5725,-81.63833056,2013,54,35,1,38.5725,-81.63833056,8:02 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,June,Yes,No,No,54,54035,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,6,20,1,1,WEST VIRGINIA,Jackson County,West Virginia
91154,540160,1,Unknown Hours,Unknown Minutes,38.92208889,-81.72248056,2013,54,35,1,38.92208889,-81.72248056,Unknown,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,July,Yes,No,No,54,54035,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,7,99,1,1,WEST VIRGINIA,Jackson County,West Virginia
91155,540184,1,3:00pm-3:59pm,43,38.72829444,-81.65755278,2013,54,35,1,38.72829444,-81.65755278,3:43 PM,No,No,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,August,No,No,No,54,54035,1,1,2,2,1,1,2,2,2,2,2,2,3,1,1,8,15,1,2,WEST VIRGINIA,Jackson County,West Virginia
91156,540197,1,10:00pm-10:59pm,5,38.91251944,-81.69575833,2013,54,35,2,38.91251944,-81.69575833,10:05 PM,No,Yes,No,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,No,54,54035,1,1,2,1,2,1,2,2,2,2,2,2,3,1,1,9,22,1,2,WEST VIRGINIA,Jackson County,West Virginia
91157,540199,1,4:00pm-4:59pm,6,38.67391111,-81.65489444,2013,54,35,1,38.67391111,-81.65489444,4:06 PM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,No,54,54035,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,9,16,1,2,WEST VIRGINIA,Jackson County,West Virginia
91158,540222,1,9:00pm-9:59pm,43,38.62888889,-81.6475,2013,54,35,1,38.62888889,-81.6475,9:43 PM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,October,Yes,No,Young Driver,54,54035,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,10,21,1,1,WEST VIRGINIA,Jackson County,West Virginia
91159,540228,2,3:00am-3:59am,38,38.97888889,-81.6925,2013,54,35,1,38.97888889,-81.6925,3:38 AM,Yes,No,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,September,Yes,No,Older Driver,54,54035,1,2,1,2,1,1,2,2,2,2,2,1,3,1,1,9,3,2,1,WEST VIRGINIA,Jackson County,West Virginia
91160,540260,2,7:00am-7:59am,9,38.907125,-81.55275556,2013,54,35,1,38.907125,-81.55275556,7:09 AM,No,Yes,No,Yes,No,No,Unknown,Head-On,Weekday,November,No,No,Both Young and Older Driver,54,54035,1,2,2,1,2,1,2,2,2,2,1,1,3,3,1,11,7,2,2,WEST VIRGINIA,Jackson County,West Virginia
91161,540262,1,10:00pm-10:59pm,53,38.65492778,-81.66825556,2013,54,35,1,38.65492778,-81.66825556,10:53 PM,No,Yes,Yes,No,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,November,No,No,No,54,54035,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,11,22,1,2,WEST VIRGINIA,Jackson County,West Virginia
91162,540267,1,1:00am-1:59am,30,38.92056111,-81.75001111,2013,54,35,1,38.92056111,-81.75001111,1:30 AM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,November,No,No,No,54,54035,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,11,1,1,2,WEST VIRGINIA,Jackson County,West Virginia
91163,540282,1,12:00pm-12:59pm,0,39.03971944,-81.77861111,2013,54,35,1,39.03971944,-81.77861111,12:00 PM,No,No,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,December,No,No,No,54,54035,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,12,12,1,2,WEST VIRGINIA,Jackson County,West Virginia
91164,540026,4,7:00pm-7:59pm,28,39.31850278,-77.76028056,2013,54,37,1,39.31850278,-77.76028056,7:28 PM,No,No,No,No,No,No,Unknown,Angle,Weekend,February,No,No,Older Driver,54,54037,1,3,2,2,2,2,2,2,2,2,2,1,3,4,2,2,19,4,2,WEST VIRGINIA,Jefferson County,West Virginia
91165,540055,2,4:00pm-4:59pm,36,39.29379167,-77.84576944,2013,54,37,1,39.29379167,-77.84576944,4:36 PM,No,No,No,No,Yes,Yes,Unknown,Angle,Weekend,April,No,No,No,54,54037,1,2,2,2,2,2,1,1,2,2,2,2,3,4,2,4,16,2,2,WEST VIRGINIA,Jefferson County,West Virginia
91166,540110,2,11:00am-11:59am,14,39.30250278,-77.81791667,2013,54,37,1,39.30250278,-77.81791667,11:14 AM,Yes,Yes,Yes,No,No,No,Unknown,Sideswipe,Weekday,May,No,No,Older Driver,54,54037,1,2,1,1,1,2,2,2,2,2,2,1,3,5,1,5,11,2,2,WEST VIRGINIA,Jefferson County,West Virginia
91167,540202,1,3:00pm-3:59pm,58,39.31511667,-77.74010556,2013,54,37,1,39.31511667,-77.74010556,3:58 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,No,54,54037,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,9,15,1,2,WEST VIRGINIA,Jefferson County,West Virginia
91168,540003,1,9:00pm-9:59pm,15,38.37587778,-81.66333889,2013,54,39,1,38.37587778,-81.66333889,9:15 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekend,January,No,Pedestrian,No,54,54039,1,1,2,2,2,2,2,2,1,2,2,2,3,1,2,1,21,1,2,WEST VIRGINIA,Kanawha County,West Virginia
91169,540027,1,4:00am-4:59am,56,38.36855556,-81.66371667,2013,54,39,1,38.36855556,-81.66371667,4:56 AM,No,No,No,No,Yes,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,February,No,Pedestrian,Older Driver,54,54039,1,1,2,2,2,2,1,2,1,2,2,1,3,1,1,2,4,1,2,WEST VIRGINIA,Kanawha County,West Virginia
91170,540064,1,1:00pm-1:59pm,43,38.3491,-81.65097222,2013,54,39,1,38.3491,-81.65097222,1:43 PM,No,No,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,April,No,No,No,54,54039,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,4,13,1,2,WEST VIRGINIA,Kanawha County,West Virginia
91171,540081,2,11:00pm-11:59pm,35,38.36408056,-81.70967778,2013,54,39,1,38.36408056,-81.70967778,11:35 PM,Yes,Yes,No,Yes,No,No,Yes,Head-On,Weekday,April,No,No,No,54,54039,1,2,1,1,2,1,2,2,2,2,2,2,1,3,1,4,23,2,2,WEST VIRGINIA,Kanawha County,West Virginia
91172,540084,3,2:00am-2:59am,31,38.36901389,-81.609175,2013,54,39,1,38.36901389,-81.609175,2:31 AM,Yes,No,No,No,No,No,Unknown,Head-On,Weekday,March,Yes,No,No,54,54039,1,3,1,2,2,2,2,2,2,2,2,2,3,3,1,3,2,3,1,WEST VIRGINIA,Kanawha County,West Virginia
91173,540085,2,8:00pm-8:59pm,56,38.26970278,-81.78675,2013,54,39,1,38.26970278,-81.78675,8:56 PM,Yes,No,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,March,No,No,No,54,54039,1,2,1,2,1,1,2,2,2,2,2,2,3,1,1,3,20,2,2,WEST VIRGINIA,Kanawha County,West Virginia
91174,540086,1,3:00am-3:59am,20,38.39781944,-81.55168889,2013,54,39,1,38.39781944,-81.55168889,3:20 AM,No,Yes,No,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,April,No,No,No,54,54039,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,4,3,1,2,WEST VIRGINIA,Kanawha County,West Virginia
91175,540087,2,1:00pm-1:59pm,38,38.24644444,-81.55625278,2013,54,39,1,38.24644444,-81.55625278,1:38 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,April,No,No,Older Driver,54,54039,1,2,2,2,2,1,2,2,2,2,2,1,3,3,1,4,13,2,2,WEST VIRGINIA,Kanawha County,West Virginia
91176,540099,1,11:00pm-11:59pm,39,38.34595278,-81.87268056,2013,54,39,1,38.34595278,-81.87268056,11:39 PM,No,No,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekend,April,No,No,No,54,54039,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,4,23,1,2,WEST VIRGINIA,Kanawha County,West Virginia
91177,540117,2,2:00pm-2:59pm,0,38.22239444,-81.43793056,2013,54,39,1,38.22239444,-81.43793056,2:00 PM,Yes,No,No,No,Yes,No,Unknown,Angle,Weekday,May,No,No,Older Driver,54,54039,1,2,1,2,2,2,1,2,2,2,2,1,3,4,1,5,14,2,2,WEST VIRGINIA,Kanawha County,West Virginia
91178,540134,1,5:00pm-5:59pm,41,38.26888333,-81.24770556,2013,54,39,1,38.26888333,-81.24770556,5:41 PM,No,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,June,No,No,No,54,54039,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,6,17,1,2,WEST VIRGINIA,Kanawha County,West Virginia
91179,540136,1,8:00pm-8:59pm,41,38.374275,-81.60581111,2013,54,39,1,38.374275,-81.60581111,8:41 PM,No,Yes,Yes,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekend,June,Yes,No,No,54,54039,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,6,20,1,1,WEST VIRGINIA,Kanawha County,West Virginia
91180,540146,2,6:00pm-6:59pm,32,38.38275833,-81.71561389,2013,54,39,1,38.38275833,-81.71561389,6:32 PM,No,No,No,Yes,No,No,Unknown,Head-On,Weekday,July,No,No,Young Driver,54,54039,1,2,2,2,2,1,2,2,2,2,1,2,3,3,1,7,18,2,2,WEST VIRGINIA,Kanawha County,West Virginia
91181,540157,1,10:00pm-10:59pm,50,38.19423056,-81.47656111,2013,54,39,1,38.19423056,-81.47656111,10:50 PM,Yes,Yes,No,Yes,No,No,No,Not Collision with Motor Vehicle in Transport,Weekday,July,Yes,No,No,54,54039,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,7,22,1,1,WEST VIRGINIA,Kanawha County,West Virginia
91182,540168,1,0:00am-0:59am,0,38.21541111,-81.35828333,2013,54,39,1,38.21541111,-81.35828333,12:00 AM,No,Yes,Yes,Yes,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,July,No,No,Young Driver,54,54039,1,1,2,1,1,1,2,2,2,2,1,2,3,1,1,7,0,1,2,WEST VIRGINIA,Kanawha County,West Virginia
91183,540191,1,5:00pm-5:59pm,25,38.28094444,-81.77693333,2013,54,39,1,38.28094444,-81.77693333,5:25 PM,No,Yes,Yes,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,July,No,No,No,54,54039,1,1,2,1,1,2,2,2,2,2,2,2,3,1,1,7,17,1,2,WEST VIRGINIA,Kanawha County,West Virginia
91184,540216,1,8:00pm-8:59pm,23,38.36571944,-81.84421389,2013,54,39,1,38.36571944,-81.84421389,8:23 PM,No,Yes,Yes,Yes,No,No,Yes,Not Collision with Motor Vehicle in Transport,Weekday,September,No,No,Young Driver,54,54039,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,9,20,1,2,WEST VIRGINIA,Kanawha County,West Virginia
91185,540219,1,7:00pm-7:59pm,45,38.39666944,-81.85861111,2013,54,39,1,38.39666944,-81.85861111,7:45 PM,No,No,No,No,No,No,Unknown,Not Collision with Motor Vehicle in Transport,Weekday,October,No,Pedestrian,No,54,54039,1,1,2,2,2,2,2,2,1,2,2,2,3,1,1,10,19,1,2,WEST VIRGINIA,Kanawha County,West Virginia
91186,540237,1,7:00am-7:59am,34,38.3373,-81.6156,2013,54,39,1,38.3373,-81.6156,7:34 AM,No,No,No,No,Yes,No,No,Not Collision with Motor Vehicle in Transport,Weekday,October,No,Pedestrian,No,54,54039,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,10,7,1,2,WEST VIRGINIA,Kanawha County,West Virginia
91187,540241,3,9:00pm-9:59pm,54,38.27983056,-81.57255,2013,54,39,2,38.27983056,-81.57255,9:54 PM,No,No,No,No,No,No,Unknown,Head-On,Weekend,October,No,No,Young Driver,54,54039,1,3,2,2,2,2,2,2,2,2,1,2,3,3,2,10,21,3,2,WEST VIRGINIA,Kanawha County,West Virginia
